cue_id,outcome,reason,matched_phrase,detection_timestamp_ms,confidence,match_method,similarity_score
universal.feature.panoramic_moonroof,pass,on-time firing within tolerance and confidence floor,moon roof,87000,,exact,
workflow.discovery_towing_cargo,pass,on-time firing within tolerance and confidence floor,cargo space,129180,,exact,
workflow.interior_focus,pass,on-time firing within tolerance and confidence floor,hop in,243360,,exact,
honda.feature.paddle-shifters,pass,on-time firing within tolerance and confidence floor,Paddle Shifters,289020,,exact,
universal.feature.wireless_apple_carplay,pass,on-time firing within tolerance and confidence floor,Apple CarPlay,297300,,exact,
universal.feature.wireless_android_auto,pass,on-time firing within tolerance and confidence floor,Android Auto,297300,,exact,
honda.feature.reverse,pass,on-time firing within tolerance and confidence floor,Reverse,330840,,exact,
workflow.discovery_towing_cargo,pass,on-time firing within tolerance and confidence floor,cargo space,135720,,exact,
workflow.interior_focus,pass,on-time firing within tolerance and confidence floor,inside,146220,,exact,
universal.feature.wireless_apple_carplay,pass,on-time firing within tolerance and confidence floor,[semantic] Welcome back to Future Car updated.,0,,semantic,0.5509
universal.feature.wireless_android_auto,pass,on-time firing within tolerance and confidence floor,Android Auto,160380,,exact,
universal.feature.ventilated_front_seats,pass,on-time firing within tolerance and confidence floor,ventilated seats,176880,,exact,
honda.feature.bose_premium_audio_honda,fail,cue did not fire,,,,,
honda.feature.honda_sensing,pass,on-time firing within tolerance and confidence floor,Sensing,191040,,exact,
workflow.discovery_budget_signal,pass,on-time firing within tolerance and confidence floor,budget,224340,,exact,
honda.feature.front-wheel-drive,pass,on-time firing within tolerance and confidence floor,Front-Wheel Drive,21720,,exact,
universal.feature.panoramic_moonroof,pass,on-time firing within tolerance and confidence floor,panoramic moonroof,79680,,exact,
workflow.exterior_focus,pass,on-time firing within tolerance and confidence floor,the rear,179940,,exact,
honda.feature.reverse,pass,on-time firing within tolerance and confidence floor,Reverse,231600,,exact,
workflow.interior_focus,pass,on-time firing within tolerance and confidence floor,the touchscreen,259560,,exact,
workflow.self_introduction,pass,on-time firing within tolerance and confidence floor,welcome to,12000,,exact,
workflow.exterior_focus,pass,on-time firing within tolerance and confidence floor,exterior,135540,,exact,
universal.feature.hands_free_power_tailgate,pass,on-time firing within tolerance and confidence floor,power liftgate,300840,,exact,
universal.feature.led_headlights,pass,on-time firing within tolerance and confidence floor,LED lights,371700,,exact,
workflow.discovery_towing_cargo,pass,on-time firing within tolerance and confidence floor,cargo space,503700,,exact,
workflow.interior_focus,pass,on-time firing within tolerance and confidence floor,inside,627060,,exact,
workflow.front_line_ready,pass,on-time firing within tolerance and confidence floor,full tank,855180,,exact,
workflow.interior_focus,pass,on-time firing within tolerance and confidence floor,inside,627060,,exact,
universal.feature.wireless_apple_carplay,pass,on-time firing within tolerance and confidence floor,wireless Apple CarPlay,1148520,,exact,
universal.feature.wireless_android_auto,pass,on-time firing within tolerance and confidence floor,wireless Android Auto,1148520,,exact,
universal.feature.heated_front_seats,pass,on-time firing within tolerance and confidence floor,heated seats,1221360,,exact,
honda.feature.heated-side-mirrors,pass,on-time firing within tolerance and confidence floor,[semantic]  So middle of the road for your conventional gas.,27000,,semantic,0.5786
honda.feature.reverse,pass,on-time firing within tolerance and confidence floor,Reverse,1301700,,exact,
honda.feature.idle-stop,pass,on-time firing within tolerance and confidence floor,[semantic]  You guys are welcome to pause the video right about there i,12000,,semantic,0.5642
universal.feature.led_headlights,pass,on-time firing within tolerance and confidence floor,LED lights,371700,,exact,
universal.feature.panoramic_moonroof,pass,on-time firing within tolerance and confidence floor,[semantic]  Let's roll up the windows.,788940,,semantic,0.5595
honda.feature.honda_sensing,pass,on-time firing within tolerance and confidence floor,Honda Sensing,704400,,exact,
workflow.exterior_focus,pass,on-time firing within tolerance and confidence floor,exterior,100320,,exact,
universal.feature.panoramic_moonroof,pass,on-time firing within tolerance and confidence floor,moonroof,2262120,,exact,
workflow.discovery_towing_cargo,pass,on-time firing within tolerance and confidence floor,cargo space,335940,,exact,
workflow.interior_focus,pass,on-time firing within tolerance and confidence floor,inside,631500,,exact,
workflow.front_line_ready,pass,on-time firing within tolerance and confidence floor,full tank,938580,,exact,
honda.feature.honda_sensing,pass,on-time firing within tolerance and confidence floor,Honda Sensing,704400,,exact,
honda.feature.paddle-shifters,pass,on-time firing within tolerance and confidence floor,[semantic]  Then we're also going to have your... Honda syncing's going,63300,,semantic,0.5947
universal.feature.wireless_apple_carplay,pass,on-time firing within tolerance and confidence floor,Apple CarPlay,1075620,,exact,
universal.feature.wireless_android_auto,pass,on-time firing within tolerance and confidence floor,Android Auto,1075620,,exact,
workflow.trade_in_dent,pass,on-time firing within tolerance and confidence floor,[semantic] to be aware.,0,,semantic,0.5583
workflow.exterior_focus,pass,on-time firing within tolerance and confidence floor,exterior,100320,,exact,
workflow.interior_focus,pass,on-time firing within tolerance and confidence floor,inside,631500,,exact,
universal.feature.wireless_apple_carplay,pass,on-time firing within tolerance and confidence floor,Apple CarPlay,1075620,,exact,
universal.feature.wireless_android_auto,pass,on-time firing within tolerance and confidence floor,Android Auto,1075620,,exact,
honda.feature.hondalink,pass,on-time firing within tolerance and confidence floor,Honda Link,1737840,,exact,
universal.feature.heated_front_seats,pass,on-time firing within tolerance and confidence floor,heated seats,1816680,,exact,
universal.feature.wireless_phone_charger,pass,on-time firing within tolerance and confidence floor,wireless phone charger,1882860,,exact,
honda.feature.reverse,pass,on-time firing within tolerance and confidence floor,Reverse,1912680,,exact,
universal.feature.panoramic_moonroof,pass,on-time firing within tolerance and confidence floor,moonroof,2262120,,exact,
workflow.exterior_focus,pass,on-time firing within tolerance and confidence floor,on the outside,14400,,exact,
workflow.self_introduction,pass,on-time firing within tolerance and confidence floor,welcome to,20400,,exact,
universal.feature.led_headlights,pass,on-time firing within tolerance and confidence floor,LED lights,80100,,exact,
workflow.test_drive_opening,pass,on-time firing within tolerance and confidence floor,take it out,260640,,exact,
workflow.interior_focus,pass,on-time firing within tolerance and confidence floor,inside,349380,,exact,
workflow.front_line_ready,pass,on-time firing within tolerance and confidence floor,full tank,578760,,exact,
universal.feature.wireless_apple_carplay,pass,on-time firing within tolerance and confidence floor,Apple CarPlay,862320,,exact,
universal.feature.wireless_android_auto,pass,on-time firing within tolerance and confidence floor,"[semantic]  So when you're driving down the road, you go have your lane",509340,,semantic,0.5556
honda.feature.reverse,pass,on-time firing within tolerance and confidence floor,Reverse,938700,,exact,
honda.feature.idle-stop,pass,on-time firing within tolerance and confidence floor,[semantic]  Let's get going.,13620,,semantic,0.6075
workflow.walkaround_opening,pass,on-time firing within tolerance and confidence floor,"[semantic]  If you guys are new to the channel,",6060,,semantic,0.6881
universal.feature.led_headlights,pass,on-time firing within tolerance and confidence floor,"[semantic]  And this will include the LX, which is a two-wheel drive, o",46200,,semantic,0.5587
honda.feature.honda_sensing_360plus,pass,on-time firing within tolerance and confidence floor,"[semantic]  If you love car reviews, be sure to like this video and als",12240,,semantic,0.5524
honda.feature.honda_sensing,pass,on-time firing within tolerance and confidence floor,Honda Sensing,66660,,exact,
universal.feature.wireless_apple_carplay,pass,on-time firing within tolerance and confidence floor,Apple CarPlay,848940,,exact,
workflow.interior_focus,pass,on-time firing within tolerance and confidence floor,inside,327540,,exact,
universal.feature.ventilated_front_seats,pass,on-time firing within tolerance and confidence floor,[semantic]  So the bumper area.,297240,,semantic,0.5771
universal.feature.heated_front_seats,pass,on-time firing within tolerance and confidence floor,"[semantic]  If you love car reviews, be sure to like this video and als",12240,,semantic,0.5542
universal.feature.hands_free_power_tailgate,pass,on-time firing within tolerance and confidence floor,[semantic]  So let's start off with the different trims that you can ge,38760,,semantic,0.5555
universal.feature.panoramic_moonroof,pass,on-time firing within tolerance and confidence floor,sunroof,206460,,exact,
honda.feature.bose_premium_audio_honda,pass,on-time firing within tolerance and confidence floor,[semantic]  You got the speakers there in the pillars on both of the si,619920,,semantic,0.5653
honda.feature.real_time_awd,pass,on-time firing within tolerance and confidence floor,"[semantic]  If you love car reviews, be sure to like this video and als",12240,,semantic,0.5756
workflow.exterior_focus,pass,on-time firing within tolerance and confidence floor,exterior,29580,,exact,
universal.feature.head_up_display,pass,on-time firing within tolerance and confidence floor,"[semantic]  If you love car reviews, be sure to like this video and als",12240,,semantic,0.5648
